0.0 0.596490621567 0.0
0.002 0.530164718628 -33.1629514694
0.004 0.605220794678 37.5280380249
0.006 0.455364614725 -74.9280899763
0.008 0.495310366154 19.9728757143
0.01 0.59996342659 52.3265302181
0.012 0.785532414913 92.7844941616
0.014 1.00683999062 110.653787851
0.016 1.17509436607 84.1271877289
0.018 1.40188896656 113.397300243
0.02 1.67439893086 136.254982152
0.022 1.96011069615 142.855882645
0.024 2.27643558581 158.16244483
0.026 2.52480331262 124.183863401
0.028 2.74643367727 110.815182328
0.03 2.92530834873 89.4373357296
0.032 3.12416775164 99.4297014549
0.034 3.37184445758 123.838352971
0.036 3.56791907747 98.0373099446
0.038 3.71386131843 72.9711204767
0.04 3.88111004432 83.6243629456
0.042 4.03196439345 75.4271745682
0.044 4.17668071588 72.358161211
0.046 4.31826856931 70.7939267159
0.048 4.48192957242 81.8305015564
0.05 4.64891281922 83.4916234016
0.052 4.81810909906 84.5981399205
0.054 4.98257846037 82.2346806526
0.056 5.14188832441 79.6549320221
0.058 5.29684549967 77.4785876274
0.06 5.447443072 75.2987861633
0.062 5.5889433662 70.7501471043
0.064 5.73539960781 73.2281208038
0.066 5.87247276703 68.5365796089
0.068 6.02388215462 75.7046937943
0.07 6.18194478402 79.0313147008
0.072 6.34409163917 81.0734275728
0.074 6.50703061024 81.4694855362
0.076 6.66922977964 81.0995846987
0.078 6.83079487482 80.7825475931
0.08 6.99106616179 80.1356434822
0.082 7.14642489353 77.6793658733
0.084 7.29359645048 73.5857784748
0.086 7.43332678476 69.865167141
0.088 7.58337122599 75.0222206116
0.09 7.73785025278 77.2395133972
0.092 7.89887163638 80.5106918004
0.094 8.07359776496 87.3630642891
0.096 8.248137331 87.26978302
0.098 8.42871711253 90.2898907661
0.1 8.62547454833 98.3787178993
0.102 8.82923940419 101.882427931
0.104 9.04884240626 109.801501036
0.106 9.30913055538 130.144074559
0.108 9.59242560565 141.647525132
0.11 9.91232723593 159.950815141
0.112 10.23612324 161.898002028
0.114 10.5275313616 145.704060793
0.116 10.8093756199 140.922129154
0.118 11.0981446584 144.384519258
0.12 11.3734906991 137.673020363
0.122 11.6408972223 133.703261614
0.124 11.9202494105 139.676094055
0.126 12.1894189199 134.584754705
0.128 12.4381889333 124.385006726
0.13 12.6723471587 117.079112679
0.132 12.9110334595 119.343150407
0.134 13.1525262674 120.746403933
0.136 13.3927799543 120.126843452
0.138 13.6399139245 123.56698513
0.14 13.8885573228 124.321699142
0.142 14.1462551753 128.848926225
0.144 14.4121294419 132.937133312
0.146 14.6500153939 118.942975998
0.148 14.8911838333 120.584219694
0.15 15.1251817743 116.998970509
0.152 15.307994167 91.4061963558
0.154 15.4112278322 51.616832614
0.156 15.2909962634 -60.1157844067
0.158 14.493446509 -398.774877191
0.16 14.5987072388 52.6303648949
0.162 14.7980971734 99.6949672699
0.164 14.9936920802 97.7974534035
0.166 15.1768678824 91.5879011154
0.168 15.3602748314 91.7034745216
0.17 15.543536375 91.6307717562
0.172 15.7305286123 93.4961186722
0.174 15.9157553414 92.6133645699
0.176 16.1027410428 93.4928506613
0.178 16.2806790868 88.9690220356
0.18 16.4512311021 85.2760076523
0.182 16.6221632759 85.4660868645
0.184 16.7991065184 88.471621275
0.186 16.9784646431 89.6790623665
0.188 17.1651781003 93.3567285538
0.19 17.3539386511 94.3802754071
0.192 17.5413844108 93.7228798866
0.194 17.7215609073 90.0882482529
0.196 17.899385345 88.9122188091
0.198 18.0808626532 90.7386541367
0.2 18.2828115344 100.974440575
0.202 18.5191283941 118.158429861
0.204 18.8211344469 151.003026404
0.206 19.1362850785 157.575315796
0.208 19.4328379154 148.276418448
0.21 19.6919815063 129.571795464
0.212 19.8909236908 99.4710922241
0.214 20.0723702431 90.7232761383
0.216 20.2246733427 76.1515498161
0.218 20.3461453438 60.7360005379
0.22 20.4565237601 55.1892081883
0.222 20.5771444877 60.3103637695
0.224 20.7134739001 68.1647062302
0.226 20.8616980155 74.1120576859
0.228 21.0249867876 81.6443860531
0.23 21.1986727555 86.8429839611
0.232 21.37015359 85.7404172421
